SMILES,No.,Smiles,activity10,activity20,activity40,activity60,activity80,activity100
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)cc3)C2)n1C,A3971,Clc1ccc(cc1)[C@@]12CN(C[C@H]2C1)CCCSc1nnc(n1C)c1ocnc1C,1.0,1.0,1.0,1.0,1.0,1.0
Fc1ccc2c(C3C[NH2+]CCC3F)c(-c3cccc4ccccc34)[nH]c2c1,A3978,Fc1cc2[nH]c(-c3c4c(ccc3)cccc4)c(c2cc1)[C@@H]1C[NH2+]CC[C@@H]1F,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCCCCCCCCc1cccc(CCCCCCCCCCCC)[n+]1C,A3979,CCCCCCCCCCCCc([n+]1C)cccc1CCCCCCCCCCCC,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(F)(F)C(F)(F)F)oc6cc5CC4)n3C)cccc2n1,A3994,Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCCN1CCc2c(CC1)cc1c(c2)oc(n1)C(C(F)(F)F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
Cn1c(CCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccccc1F,A4004,Cn1c(CCCCN2CC3[C@@](C2)(C3)c2ccc(cc2)C(F)(F)F)nnc1c1ccccc1F,1.0,1.0,1.0,1.0,1.0,1.0
Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1ccncc1,A4008,Cn1c(SCCCN2CC3C(C2)N(CC3)c2ccc(cc2)C(F)(F)F)nnc1c1ccncc1,1.0,1.0,1.0,1.0,1.0,1.0
Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1ccncn1,A4009,Cn1c(SCCCN2CC3C(C2)N(CC3)c2ccc(cc2)C(F)(F)F)nnc1c1ccncn1,1.0,1.0,1.0,1.0,1.0,1.0
Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1ccnnc1,A4010,Cn1c(SCCCN2CC3C(C2)N(CC3)c2ccc(cc2)C(F)(F)F)nnc1c1ccnnc1,1.0,1.0,1.0,1.0,1.0,1.0
Cn1c(SCCCN2CC3CCN(c4cccc(C(F)(F)F)c4)C3C2)nnc1-c1cnccn1,A4013,Cn1c(SCCCN2CC3C(C2)N(CC3)c2cccc(c2)C(F)(F)F)nnc1c1nccnc1,1.0,1.0,1.0,1.0,1.0,1.0
Cn1c(SCCCN2CC3CCN(c4cccc(C#N)c4)C3C2)nnc1-c1cnccn1,A4030,N#Cc1cccc(c1)N1CCC2C1CN(C2)CCCSc1nnc(n1C)c1nccnc1,1.0,1.0,1.0,1.0,1.0,1.0
c1ccc(CCN2CCC(c3c(-c4ccccc4)[nH]c4ccccc34)CC2)cc1,A4063,c1ccc(cc1)CCN1CCC(CC1)c1c([nH]c2c1cccc2)c1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccc(Cl)c4)n2C)CC3)no1,A4074,Cc5cc(c4ccc3CCN(CCCSc2nnc(c1cccc(Cl)c1)n2C)CCc3c4)no5,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccc(F)cc1,A4080,c1cccc(c12)snc2N(CC3)CCN3CCc(c4)ccc(c45)CC[C@@H]5NC(=O)c(cc6)ccc6F,1.0,1.0,1.0,1.0,1.0,1.0
O=C(c1ccc(Cl)cc1)C1CCN(CCc2ccccc2)CC1,A4084,Clc1ccc(cc1)C(=O)C1CCN(CC1)CCc1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
CCOC(=O)CC1CN(S(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)CC(=O)N1Cc1ccc(C(=N)N(C)C)cc1,A4089,CCOC(=O)C[C@H]3CN(S(=O)(=O)c2cc1cc(Cl)ccc1[nH]2)CC(=O)N3Cc4ccc(C(=N)N(C)C)cc4,1.0,1.0,1.0,1.0,1.0,1.0
C[n+]1c(C#Cc2ccc(-c3ccc(Cl)cc3)cc2)cccc1C#Cc1ccc(-c2ccc(Cl)cc2)cc1,A4092,Clc1ccc(cc1)-c2ccc(cc2)C#Cc([n+]3C)cccc3C#Cc(cc4)ccc4-c(cc5)ccc5Cl,1.0,1.0,1.0,1.0,1.0,1.0
CCCCN(CCc1ccc(Cl)c(Cl)c1)CC(O)COc1ccc(NS(C)(=O)=O)cc1,A4095,CCCCN(CCc1ccc(Cl)c(Cl)c1)C[C@H](O)COc2ccc(NS(C)(=O)=O)cc2,1.0,1.0,1.0,1.0,1.0,1.0
O=c1ccc2ncc(F)c3c2n1CC3(O)CC12CCC(NC=Cc3ccc(F)cc3)(CC1)CO2,A4105,Fc1ccc(cc1)/C=C/NC12CCC(CC1)(OC2)CC1(O)Cn2c3c1c(F)cnc3ccc2=O,1.0,1.0,1.0,1.0,1.0,1.0
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccccc4Cl)n2C)CC3)no1,A4110,Cc5cc(c4ccc3CCN(CCCSc2nnc(c1ccccc1Cl)n2C)CCc3c4)no5,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1,A4111,c1cc(C)nc(c12)cccc2N(CC3)CCN3CCc(c4)ccc(c45)OCC(=O)N5,1.0,1.0,1.0,1.0,1.0,1.0
Cn1c(CCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(C#N)cc1,A4116,N#Cc1ccc(cc1)c1nnc(n1C)CCCCN1CC2[C@@](C1)(C2)c1ccc(cc1)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCCCN(CC)CC#CCCc1ccc(Cl)cc1,A4138,CCCCCCCN(CC#CCCc1ccc(cc1)Cl)CC,1.0,1.0,1.0,1.0,1.0,1.0
Cn1c(CCCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(Cl)cc1,A4169,Clc1ccc(cc1)c1nnc(n1C)CCCCCN1CC2[C@@](C1)(C2)c1ccc(cc1)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
Cn1c(CCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(Cl)cc1,A4170,Clc1ccc(cc1)c1nnc(n1C)CCCCN1CC2[C@@](C1)(C2)c1ccc(cc1)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccccc1-c1nnc(SCCCN2CCc3ccc(-c4cc(C)on4)cc3CC2)n1C,A4174,COc1ccccc1c1nnc(n1C)SCCCN1CCc2c(CC1)ccc(c2)c1noc(c1)C,1.0,1.0,1.0,1.0,1.0,1.0
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,A4183,CN1CCCC[C@H]1CCN2c(cccc3)c3Sc(c24)ccc(c4)SC,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)C1CC1,A4184,c1cccc(c12)snc2N(CC3)CCN3CCc(c4)ccc(c45)CC[C@@H]5NC(=O)C6CC6,1.0,1.0,1.0,1.0,1.0,1.0
CN(C)CCCn1nc(C2=C(c3cn(-c4cnc5ccccc5c4)c4ccccc34)C(=O)NC2=O)c2ccccc21,A4187,CN(CCCn1nc(c2c1cccc2)C1=C(C(=O)NC1=O)c1cn(c2c1cccc2)c1cnc2c(c1)cccc2)C,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCCCN(CC)CCCCc1ccc(Cl)cc1,A4196,CCCCCCCN(CC)CCCCc(cc1)ccc1Cl,1.0,1.0,1.0,1.0,1.0,1.0
Cc1nc2c(F)cccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,A42,Cc1nc2c(F)cccc2c(=O)n1c1ccc(cc1)OCCCN1CCCC1,1.0,1.0,1.0,1.0,1.0,1.0
NCCCCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,A420,NCCCCOc1ccc2c(n1)c(CCC13CCC(CC1)(CO3)NCc1ccc3c(n1)NC(=O)CO3)c(cn2)F,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCCC[NH+](CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,A4220,S(=O)(=O)(Nc1ccc(cc1)[C@H](O)CCC[NH+](CCCCCCC)CC)C,1.0,1.0,1.0,1.0,1.0,1.0
N#Cc1ccc(Cn2cncc2C[NH+](CCCc2ccccc2)C2CCN(Cc3cccc(Cl)c3)C2=O)cc1,A4235,Clc1cc(ccc1)CN1CC[C@@H]([NH+](Cc2n(cnc2)Cc2ccc(cc2)C#N)CCCc2ccccc2)C1=O,1.0,1.0,1.0,1.0,1.0,1.0
O=C1NCCN1CCN1CCC(C2CN(c3ccc(F)cc3)c3ccccc32)CC1,A4237,N1CCN(C1=O)CCN(CC2)CCC2[C@H]3CN(c(c34)cccc4)c5ccc(F)cc5,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,A4239,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,1.0,1.0,1.0,1.0,1.0,1.0
O=C(c1ccc(Cl)cc1)C1CCN(CCc2ccc(Cl)cc2)CC1,A4254,Clc1ccc(cc1)CCN1CCC(CC1)C(=O)c1ccc(cc1)Cl,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,A4256,Clc1cc(C(=O)N[C@@H]2CCN(C[C@@H]2OC)CCCOc2ccc(F)cc2)c(OC)cc1N,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCCCCc1cccc(CCCCCCCC)[n+]1C,A4280,CCCCCCCCc1cccc([n+]1C)CCCCCCCC,1.0,1.0,1.0,1.0,1.0,1.0
CN(CCOc1ccccc1)CCc1ccc(Cl)cc1,A4282,CN(CCc1ccc(cc1)Cl)CCOc1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
O=c1ccc2ncc(F)c3c2n1CC3(O)CC12CCC(NC=Cc3cc(F)ccc3F)(CC1)CO2,A4322,Fc1ccc(c(c1)/C=C/NC12CCC(CC1)(OC2)CC1(O)Cn2c3c1c(F)cnc3ccc2=O)F,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCCCN(CC)CC=CCc1ccc(Cl)cc1,A4336,CCCCCCCN(C/C=C/Cc1ccc(cc1)Cl)CC,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCCCN(CC)CC#CCc1ccc(Cl)cc1,A4337,CCCCCCCN(CC#CCc1ccc(cc1)Cl)CC,1.0,1.0,1.0,1.0,1.0,1.0
CN(CCOc1ccc(Cl)cc1)CCc1ccc(Cl)cc1,A4342,CN(CCc1ccc(cc1)Cl)CCOc1ccc(cc1)Cl,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCCCCCc1cccc(CCCCCCCCC)[n+]1C,A4345,CCCCCCCCCc([n+]1C)cccc1CCCCCCCCC,1.0,1.0,1.0,1.0,1.0,1.0
CN(CCOc1ccc([N+](=O)[O-])cc1)CCc1ccccc1,A4347,CN(CCc1ccccc1)CCOc1ccc(cc1)[N+](=O)[O-],1.0,1.0,1.0,1.0,1.0,1.0
CN(CCOc1ccc(Cl)c(Cl)c1)CCc1ccccc1,A4354,CN(CCc1ccccc1)CCOc1ccc(c(c1)Cl)Cl,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ncccc1-c1nnc(CCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,A436,Cn1c(CCCCN2CC3[C@@](C2)(C3)c2ccc(cc2)C(F)(F)F)nnc1c1cccnc1C,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCCCc1cccc(CCCCCCC)[n+]1C,A4363,CCCCCCCc([n+]1C)cccc1CCCCCCC,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc2nc(C)n(-c3ccc(OCCCN4CCCC4)cc3)c(=O)c2c1,A44,Cc1nc2ccc(cc2c(=O)n1c1ccc(cc1)OCCCN1CCCC1)C,1.0,1.0,1.0,1.0,1.0,1.0
O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1cccc(F)c1,A457,Fc1cccc(c1)C(=O)Nc1ccc(cc1)c1nnc(o1)NCCCN1CCCCC1,1.0,1.0,1.0,1.0,1.0,1.0
O=C(Nc1ccc(-c2nnc(NCCCN3CCC(F)CC3)o2)cc1)c1ccccc1F,A460,FC1CCN(CC1)CCCNc1nnc(o1)c1ccc(cc1)NC(=O)c1ccccc1F,1.0,1.0,1.0,1.0,1.0,1.0
NCCCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,A463,NCCCOc1ccc2c(n1)c(CCC13CCC(CC1)(CO3)NCc1ccc3c(n1)NC(=O)CO3)c(cn2)F,1.0,1.0,1.0,1.0,1.0,1.0
O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1c(F)cccc1F,A464,O=C(c1c(F)cccc1F)Nc1ccc(cc1)c1nnc(o1)NCCCN1CCCCC1,1.0,1.0,1.0,1.0,1.0,1.0
O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1ccccc1F,A468,O=C(c1ccccc1F)Nc1ccc(cc1)c1nnc(o1)NCCCN1CCCCC1,1.0,1.0,1.0,1.0,1.0,1.0
O=C1OCc2cc(CCC3CCN(C(=O)Cc4ccc(-n5cnnn5)nc4)CC3)ccc21,A469,O=C(N1CCC(CC1)CCc1ccc2c(c1)COC2=O)Cc1ccc(nc1)n1cnnn1,1.0,1.0,1.0,1.0,1.0,1.0
O=C(C1CC(Oc2ccc(F)cc2)CN1)N1CCCN(C2CCC2)CC1,A483,Fc1ccc(cc1)O[C@@H]1CN[C@H](C1)C(=O)N1CCCN(CC1)C1CCC1,1.0,1.0,1.0,1.0,1.0,1.0
COC1COCCC1NC1CCC(C(=O)N2CCN(c3cncc(C(F)(F)F)n3)CC2)(C(C)C)C1,A507,COC1COCCC1NC1CCC(C1)(C(C)C)C(=O)N1CCN(CC1)c1cncc(n1)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
Fc1ccccc1C(Cc1ccccc1OC(F)(F)F)N1CCNCC1,A513,Fc1ccccc1C(N1CCNCC1)Cc1ccccc1OC(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
NCC1(COc2ccc3ncc(F)c(CCC45CCC(NCc6ccc7c(n6)NC(=O)CO7)(CC4)CO5)c3n2)CC1,A514,NCC1(CC1)COc1ccc2c(n1)c(CCC13CCC(CC1)(CO3)NCc1ccc3c(n1)NC(=O)CO3)c(cn2)F,1.0,1.0,1.0,1.0,1.0,1.0
c1ccc2c3c([nH]c2c1)C(C1CCOCC1)NC(c1nc(-c2ccncc2)c[nH]1)C3,A525,O1CCC(CC1)[C@H]1N[C@H](Cc2c1[nH]c1c2cccc1)c1[nH]cc(n1)c1ccncc1,1.0,1.0,1.0,1.0,1.0,1.0
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,A531,CO[C@]12CC[C@]3(C[C@@H]1[C@@](C(C)(C)C)(O)C)[C@@]14[C@H]2Oc2c4c(C[C@H]3N(CC1)CC1CC1)ccc2O,1.0,1.0,1.0,1.0,1.0,1.0
COc1c(-c2cn(C3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc(-n2cnc(C)c2)c1F,A532,COc1c(ccc(c1F)n1cnc(c1)C)c1nnn(c1)[C@@H]1CCc2c(N(C1=O)CC(F)(F)F)cccc2F,1.0,1.0,1.0,1.0,1.0,1.0
CNCc1cc(F)ccc1Oc1ccc(Cl)cc1,A555,CNCc1cc(F)ccc1Oc1ccc(cc1)Cl,1.0,1.0,1.0,1.0,1.0,1.0
Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3cnccn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1,A585,OC(=O)c1ccc(c(c1)C)c1ccc(cc1)N1C(=O)N(C2(C1=O)CCN(CC2)Cc1ncccc1C)c1nccnc1,1.0,1.0,1.0,1.0,1.0,1.0
N#Cc1ccc(Cn2cncc2C[NH2+]C2CCN(Cc3ccccc3)C2=O)cc1,A587,O=C1N(CC[C@@H]1[NH2+]Cc1n(cnc1)Cc1ccc(cc1)C#N)Cc1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)cc4C)nc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,A592,COc1ncnc(c1)N1C(=O)N(C(=O)C21CCN(CC2)Cc1ncccc1C)c1ccc(nc1)c1ccc(cc1C)C(=O)O,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NCC1(N2CCCC2)CCCC1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,A596,O=C(N1CCC(CC1)c1onc(n1)c1ccc2c(n1)cccc2)NCC1(CCCC1)N1CCCC1,1.0,1.0,1.0,1.0,1.0,1.0
Fc1ccc2[nH]c(-c3ccccc3)c(C3C[NH2+]CCC3F)c2c1,A603,Fc1cc2c([nH]c(-c3ccccc3)c2[C@@H]2C[NH2+]CC[C@@H]2F)cc1,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc(N2C(=O)N(c3ccc(-c4cccc(C(=O)O)c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,A615,COc1ncnc(c1)N1C(=O)N(C(=O)C21CCN(CC2)Cc1ncccc1C)c1ccc(cc1)c1cccc(c1)C(=O)O,1.0,1.0,1.0,1.0,1.0,1.0
CNC(C)c1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,A639,CNC(c1cc(F)ccc1Oc1ccc(c(c1)Cl)Cl)C,1.0,1.0,1.0,1.0,1.0,1.0
Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2cccnc2)n1C,A650,O=C(c1cc(n(c1C)C)c1cccnc1)NCCCN1CCN(CC1)c1cccc(c1Cl)Cl,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc2c(=O)n(-c3ccc(OCCCN4CCCC4)cc3)c(C)nc2c1,A655,Cc1ccc2c(c1)nc(n(c2=O)c1ccc(cc1)OCCCN1CCCC1)C,1.0,1.0,1.0,1.0,1.0,1.0
Cc1cccc2nc(C)n(-c3ccc(OCCCN4CCCC4)cc3)c(=O)c12,A673,Cc1cccc2c1c(=O)n(c(n2)C)c1ccc(cc1)OCCCN1CCCC1,1.0,1.0,1.0,1.0,1.0,1.0
Fc1ccccc1C(Cc1ccccc1OC(F)F)N1CCNCC1,A695,FC(Oc1ccccc1CC(c1ccccc1F)N1CCNCC1)F,1.0,1.0,1.0,1.0,1.0,1.0
Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCC(C)C2)cc1,A712,CC1CCN(C1)CCCOc1ccc(cc1)n1c(C)nc2c(c1=O)cccc2,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc2c(N3CCN(CCc4cccc5c4ccc(=O)n5C)C(C)C3)cc(F)cc2n1,A727,c1cc(C)nc(c12)cc(F)cc2N(C[C@@H]3C)CCN3CCc(ccc4)c(c45)ccc(=O)n5C,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)c(F)c1,A730,Cc1ccc(c(c1)F)[C@@]12CN(C[C@H]2C1)CCCSc1nnc(n1C)c1ocnc1C,1.0,1.0,1.0,1.0,1.0,1.0
CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3,A732,CCc1nc2c(o1)cc1c(c2)CCN(CC1)CCCSc1nnc(n1C)c1ocnc1C,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccccc3C(F)(F)F)C2)n1C,A738,Cn1c(SCCCN2C[C@@H]3[C@](C2)(C3)c2ccccc2C(F)(F)F)nnc1c1ocnc1C,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(Cl)c(Cl)cc2o1,A776,C1CN(CCC1NC(=O)C2=CC(=O)C3=CC(=C(C=C3O2)Cl)Cl)CC4=CC5=C(C=C4)OCO5,1.0,1.0,1.0,1.0,1.0,1.0
CC1CCCN1CCc1ccc2nc(-c3cnccn3)ccc2c1,A780,C1CC[C@@H](C)N1CCc(cc2)cc(c23)ccc(n3)-c4cnccn4,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)C1=CC(=O)c2cc(F)c(F)cc2C1,A790,O=C(C1=CC(=O)c2c(C1)cc(c(c2)F)F)NC1CCN(CC1)Cc1ccc2c(c1)OCO2,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(F)c(F)cc2o1,A791,O=C(c1cc(=O)c2c(o1)cc(c(c2)F)F)NC1CCN(CC1)Cc1ccc2c(c1)OCO2,1.0,1.0,1.0,1.0,1.0,1.0
CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)c(Cl)c3)c2cc1N1CCN(C)CC1,A798,CCOc1cc2ncc(c(c2cc1N1CCN(CC1)C)Nc1ccc(c(c1)Cl)F)C(=O)N,1.0,1.0,1.0,1.0,1.0,1.0
NC(C(=O)N1CCC(F)C1)C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,A812,[H][C@@]3([C@H](N)C(=O)N1CCC(F)C1)CC[C@@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC3,1.0,1.0,1.0,1.0,1.0,1.0
NC(C(=O)N1CCC(F)C1)C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,A815,C1C[C@@H](F)CN1C(=O)[C@@H](N)[C@@H]2CC[C@@H](CC2)NS(=O)(=O)c(cc3)ccc3OC(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
CCCCN(CC)CC#CCCc1ccc(Cl)cc1,A819,CCCCN(CC#CCCc1ccc(cc1)Cl)CC,1.0,1.0,1.0,1.0,1.0,1.0
CNCc1ccccc1Oc1ccc(Cl)cc1F,A843,CNCc1ccccc1Oc2ccc(Cl)cc2F,1.0,1.0,1.0,1.0,1.0,1.0
Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC(NC(=O)c1ccc[n+]([O-])c1)c1ccc(F)cc1,A845,Fc1ccc(cc1)[C@@H](NC(=O)c1ccc[n+](c1)[O-])CCN1[C@@H]2CC[C@@H]1C[C@@H](C2)n1c(C)nc2c1cccc2,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NC1CCN(C2CCc3c2ccc2c3OCO2)CC1)c1cc(=O)c2cc(F)ccc2o1,A863,O=C(NC4CCN(C1CCc3c1ccc2OCOc23)CC4)c6cc(=O)c5cc(F)ccc5o6,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccc2ncc(F)c(CCC34CCC(NCc5nc6c(cc5Cl)OCC(=O)N6)(CC3)CO4)c2n1,A874,COc1ccc2c(n1)c(CC[C@]13CC[C@](CC1)(CO3)NCc1nc3NC(=O)COc3cc1Cl)c(cn2)F,1.0,1.0,1.0,1.0,1.0,1.0
N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3cccc(Cl)c3)C2)cc1,A875,N#Cc1ccc(cc1)Cn1cncc1CNC1CCN(C1)C(=O)c1cccc(c1)Cl,1.0,1.0,1.0,1.0,1.0,1.0
N#Cc1ccc(Cn2cncc2C[NH2+]C2CCN(C(=O)c3cccc(Cl)c3)C2=O)cc1,A883,Clc1cc(ccc1)C(=O)N1CC[C@@H]([NH2+]Cc2n(cnc2)Cc2ccc(cc2)C#N)C1=O,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6cc(C)nn6C)cc5CC4)n3C)cccc2n1,A899,Cc6ccc5c(c4nnc(SCCCN3CCc2ccc(c1cc(C)nn1C)cc2CC3)n4C)cccc5n6,1.0,1.0,1.0,1.0,1.0,1.0
CC(C(O)c1ccc2c(c1)CCC(=O)N2)N1CCC(O)(c2cccc(F)c2)CC1,A9,C[C@H]([C@H](O)c2ccc1NC(=O)CCc1c2)N4CCC(O)(c3cccc(F)c3)CC4,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)(N)C(=O)N1CCn2c(nc(-c3cccc(F)c3)c2Nc2ccc(F)cc2)C1,A903,Fc1cccc(c1)c1nc2n(c1Nc1ccc(cc1)F)CCN(C2)C(=O)C(N)(C)C,1.0,1.0,1.0,1.0,1.0,1.0
O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)c(F)c1)c1ccccc1F,A91,Fc1cc(ccc1c1nnc(o1)NCCCN1CCCCC1)NC(=O)c1ccccc1F,1.0,1.0,1.0,1.0,1.0,1.0
CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(OC(C)(C)C)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1,A919,CC[C@H]([C@@H](N1C[C@@H]([C@H](C1)c1cccc(c1)F)CN1CCC(CC1)c1cc(nn1CC)Cc1ccc(cc1)OC(C)(C)C)C(=O)O)C,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(F)cc2)C1,A925,Fc1ccc(cc1)c1nc2n(c1Nc1ccc(cc1)F)CCN(C2)C(=O)C(N)(C)C,1.0,1.0,1.0,1.0,1.0,1.0
O=S(=O)(c1ccc(F)cc1)C1(F)CCN(CCc2ccc(F)cc2F)CC1,A930,O=S(=O)(c1ccc(F)cc1)C3(F)CCN(CCc2ccc(F)cc2F)CC3,1.0,1.0,1.0,1.0,1.0,1.0
Cc1nc(C2(c3cnn(C)c3)NC(c3nc(-c4ccccn4)c[nH]3)Cc3c2[nH]c2ccccc32)no1,A935,Cc1onc(n1)[C@@]1(N[C@H](Cc2c1[nH]c1c2cccc1)c1[nH]cc(n1)c1ccccn1)c1cnn(c1)C,1.0,1.0,1.0,1.0,1.0,1.0
NC(C(=O)N1CCC(F)C1)C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,A937,C1C[C@H](F)CN1C(=O)[C@@H](N)[C@@H]2CC[C@@H](CC2)NS(=O)(=O)c(cc3)ccc3OC(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2C)cc1,A941,Cc2nc1ccccc1c(=O)n2c4ccc(OCCCN3CCC[C@@H]3C)cc4,1.0,1.0,1.0,1.0,1.0,1.0
N#CC1(COc2ccc3ncc(F)c(CCC45CCC(NCc6ccc7c(n6)NC(=O)CO7)(CC4)CO5)c3n2)CC1,A946,N#CC1(CC1)COc1ccc2c(n1)c(CCC13CCC(CC1)(CO3)NCc1ccc3c(n1)NC(=O)CO3)c(cn2)F,1.0,1.0,1.0,1.0,1.0,1.0
